,type,ent_uri,pred,val_pred,val_gold,abs,found,verif,reason,need discution
2179,FP_new,Tomasz_Ganicz,birthName,Tomasz Ganicz,,"Tomasz Ganicz, ps. Polimerek (born 27 August 1966 in Łódź), is a Polish chemist, doctor habilitas of chemical sciences and professor extraordinarius at the Military University of Technology in Warsaw. He was the president of Wikimedia Polska (2007–2018).",TRUE,TRUE,,
180,FP_new,Trey_Ratcliff,birthName,Trey Ratcliff,,"Trey Ratcliff (born July 7, 1971) is an American photographer, public speaker and writer.",TRUE,TRUE,,
1995,FP_new,Udaya_Soundari,birthName,Udaya Soundari,,"Udaya Soundari (born 28 April 1991), is a Singaporean Indian actress and television presenter. She has appeared in films such as Parandhu Sella Vaa (2016) and A Yellow Bird (2016). She is also the first person in Singapore to win three awards in one year at the Pradhana Vizha festival.",TRUE,TRUE,,
393,FP_new,Vartan_Adjemian,birthDate,1956-04-27,,"Vartan Adjemian (Armenian: Վարդան Աճեմյան, IPA: [vɑɾˈtʰɑn ɑt͡ʃɛmˈjɑn], Russian: Вартан Аджемян; born 27 April 1956) is an Armenian composer of orchestral, operatic, and chamber music whose works have been performed worldwide.",TRUE,TRUE,,
387,FP_new,Vartan_Adjemian,birthYear,1956,,"Vartan Adjemian (Armenian: Վարդան Աճեմյան, IPA: [vɑɾˈtʰɑn ɑt͡ʃɛmˈjɑn], Russian: Вартан Аджемян; born 27 April 1956) is an Armenian composer of orchestral, operatic, and chamber music whose works have been performed worldwide.",TRUE,TRUE,,
399,FP_new,Varun_Shrivastava,birthDate,1986-11-05,,"Varun Shrivastava (born 5 November 1986) is an Indian social reformer focused on education. He is an alumnus of IIT Kharagpur. Shrivastava has received several awards including the ""Young Alumni Achiever Award"" conferred upon him by his alma mater. Alongside he came up with an idea to make their families self-sustaining and hence, came up with an online e-commerce platform for them to sell handmade goods.",TRUE,TRUE,,
49,FP_new,Varun_Shrivastava,birthYear,1986,,"Varun Shrivastava (born 5 November 1986) is an Indian social reformer focused on education. He is an alumnus of IIT Kharagpur. Shrivastava has received several awards including the ""Young Alumni Achiever Award"" conferred upon him by his alma mater. Alongside he came up with an idea to make their families self-sustaining and hence, came up with an online e-commerce platform for them to sell handmade goods.",TRUE,TRUE,,
50,FP_different,Vicente_Riva_Palacio,birthName,Vicente Riva Palacio,Vicente Florencio Carlos Riva Palacio Guerrero,"Vicente Florencio Carlos Riva Palacio Guerrero better known as Vicente Riva Palacio (16 October 1832 in Mexico City – 22 November 1896 in Madrid) was a Mexican liberal politician, novelist, journalist, intellectual, and military leader. His father was Mariano Riva Palacio, a moderate liberal, and his mother was María de los Dolores Guerrero Hernández, daughter of independence hero and President of Mexico Vicente Guerrero and María de Guadalupe Hernández. Vicente's father worked for the Emperor Maximilian I of Mexico in Querétaro during the French intervention in Mexico.",TRUE,FALSE,ICE,
222,FP_different,Vicente_Riva_Palacio,birthName,Vicente Florencio Carlos Riva Palacio,Vicente Florencio Carlos Riva Palacio Guerrero,"Vicente Florencio Carlos Riva Palacio Guerrero better known as Vicente Riva Palacio (16 October 1832 in Mexico City – 22 November 1896 in Madrid) was a Mexican liberal politician, novelist, journalist, intellectual, and military leader. His father was Mariano Riva Palacio, a moderate liberal, and his mother was María de los Dolores Guerrero Hernández, daughter of independence hero and President of Mexico Vicente Guerrero and María de Guadalupe Hernández. Vicente's father worked for the Emperor Maximilian I of Mexico in Querétaro during the French intervention in Mexico.",TRUE,FALSE,ICE,
223,FN,Vicente_Riva_Palacio,birthName,,Vicente Florencio Carlos Riva Palacio Guerrero,"Vicente Florencio Carlos Riva Palacio Guerrero better known as Vicente Riva Palacio (16 October 1832 in Mexico City – 22 November 1896 in Madrid) was a Mexican liberal politician, novelist, journalist, intellectual, and military leader. His father was Mariano Riva Palacio, a moderate liberal, and his mother was María de los Dolores Guerrero Hernández, daughter of independence hero and President of Mexico Vicente Guerrero and María de Guadalupe Hernández. Vicente's father worked for the Emperor Maximilian I of Mexico in Querétaro during the French intervention in Mexico.",TRUE,TRUE,,
459,FN,Vicente_Riva_Palacio,label,,Vicente Riva Palacio,"Vicente Florencio Carlos Riva Palacio Guerrero better known as Vicente Riva Palacio (16 October 1832 in Mexico City – 22 November 1896 in Madrid) was a Mexican liberal politician, novelist, journalist, intellectual, and military leader. His father was Mariano Riva Palacio, a moderate liberal, and his mother was María de los Dolores Guerrero Hernández, daughter of independence hero and President of Mexico Vicente Guerrero and María de Guadalupe Hernández. Vicente's father worked for the Emperor Maximilian I of Mexico in Querétaro during the French intervention in Mexico.",TRUE,TRUE,,
724,FP_different,Vicente_Sim%C3%B3n,label,Vicente Simón Foj,Vicente Simón,"Vicente Simón Foj (born 1 March 1969), is a Spanish retired footballer who played as a forward.",TRUE,FALSE,LCE,
941,FN,Vicente_Sim%C3%B3n,label,,Vicente Simón,"Vicente Simón Foj (born 1 March 1969), is a Spanish retired footballer who played as a forward.",TRUE,TRUE,,
172,FP_new,Victor_Murdock,birthName,Victor Murdock,,"Victor Murdock (March 18, 1871 – July 8, 1945) was an American politician and newspaper editor who served as a U.S. Representative from Kansas.",TRUE,TRUE,,
158,FN,Vikentij_Maku%C5%A1ev,birthDate,,1837-11-10,Vikentij Makušev (Russian: Викентий Васильевич Макушев) (1837—1883) was a Russian Slavist and Albanologist. He is best known because of his works about Dubrovnik. He was born on 10 November 1837 in Brest Litovsk. His father was military engineer. His mother died in 1847 of cholera. In period between 1856 and 1860 he studied at University of Petrograd. In January 1863 Makušev was appointed as Russian consul in Dubrovnik where he spent five years researching archives of Dubrovnik.,TRUE,TRUE,,
1953,FN,Vikentij_Maku%C5%A1ev,birthName,,Викентий Васильевич Макушев,Vikentij Makušev (Russian: Викентий Васильевич Макушев) (1837—1883) was a Russian Slavist and Albanologist. He is best known because of his works about Dubrovnik. He was born on 10 November 1837 in Brest Litovsk. His father was military engineer. His mother died in 1847 of cholera. In period between 1856 and 1860 he studied at University of Petrograd. In January 1863 Makušev was appointed as Russian consul in Dubrovnik where he spent five years researching archives of Dubrovnik.,TRUE,TRUE,,
521,FN,Vikentij_Maku%C5%A1ev,birthYear,,1837,Vikentij Makušev (Russian: Викентий Васильевич Макушев) (1837—1883) was a Russian Slavist and Albanologist. He is best known because of his works about Dubrovnik. He was born on 10 November 1837 in Brest Litovsk. His father was military engineer. His mother died in 1847 of cholera. In period between 1856 and 1860 he studied at University of Petrograd. In January 1863 Makušev was appointed as Russian consul in Dubrovnik where he spent five years researching archives of Dubrovnik.,TRUE,TRUE,,
503,FP_new,Vikentij_Maku%C5%A1ev,deathDate,1883-03-10,,Vikentij Makušev (Russian: Викентий Васильевич Макушев) (1837—1883) was a Russian Slavist and Albanologist. He is best known because of his works about Dubrovnik. He was born on 10 November 1837 in Brest Litovsk. His father was military engineer. His mother died in 1847 of cholera. In period between 1856 and 1860 he studied at University of Petrograd. In January 1863 Makušev was appointed as Russian consul in Dubrovnik where he spent five years researching archives of Dubrovnik.,FALSE,FALSE,WV,
213,FN,Vikentij_Maku%C5%A1ev,deathYear,,1883,Vikentij Makušev (Russian: Викентий Васильевич Макушев) (1837—1883) was a Russian Slavist and Albanologist. He is best known because of his works about Dubrovnik. He was born on 10 November 1837 in Brest Litovsk. His father was military engineer. His mother died in 1847 of cholera. In period between 1856 and 1860 he studied at University of Petrograd. In January 1863 Makušev was appointed as Russian consul in Dubrovnik where he spent five years researching archives of Dubrovnik.,TRUE,TRUE,,
504,FP_new,Walter_Mooney,birthYear,1892,,"Walter Mooney (c. 1892 – c. 1958) was an English professional rugby league footballer who played in the 1910s and 1920s. He played at representative level for Great Britain, and at club level for Leigh (Heritage № 214) (captain), as a stand-off, i.e. number 6.",TRUE,TRUE,,
2204,FP_new,Walter_Mooney,deathYear,1958,,"Walter Mooney (c. 1892 – c. 1958) was an English professional rugby league footballer who played in the 1910s and 1920s. He played at representative level for Great Britain, and at club level for Leigh (Heritage № 214) (captain), as a stand-off, i.e. number 6.",TRUE,TRUE,,
505,FN,Wendy_Saddington,alias,,Gandharvika Dasi,"Wendy June Saddington (26 September 1949 – 21 June 2013), also known as Gandharvika Dasi, was an Australian blues, soul and jazz singer, and was in the bands Chain, Copperwine and the Wendy Saddington Band. She wrote for teen pop newspaper Go-Set from September 1969 to September 1970 as an agony aunt in her weekly ""Takes Care of Business"" column, and as a feature writer. Saddington had Top 30 chart success with her 1972 solo single ""Looking Through a Window"", which was written and produced by Billy Thorpe and Warren Morgan of the Aztecs. After adopting Krishna Consciousness in the 1970s she took the name Gandharvika Dasi. In March 2013 she was diagnosed with oesophageal cancer, and died on 21 June, aged 63.",TRUE,TRUE,,
224,FP_different,Wendy_Saddington,label,Wendy June Saddington,Wendy Saddington,"Wendy June Saddington (26 September 1949 – 21 June 2013), also known as Gandharvika Dasi, was an Australian blues, soul and jazz singer, and was in the bands Chain, Copperwine and the Wendy Saddington Band. She wrote for teen pop newspaper Go-Set from September 1969 to September 1970 as an agony aunt in her weekly ""Takes Care of Business"" column, and as a feature writer. Saddington had Top 30 chart success with her 1972 solo single ""Looking Through a Window"", which was written and produced by Billy Thorpe and Warren Morgan of the Aztecs. After adopting Krishna Consciousness in the 1970s she took the name Gandharvika Dasi. In March 2013 she was diagnosed with oesophageal cancer, and died on 21 June, aged 63.",TRUE,FALSE,LCE,
225,FP_new,William_Edward_Hanford,label,William Edward Hanford,,"William Edward ""Butch"" Hanford (December 9, 1908 – January 27, 1996) was an American chemist who is best known for developing the modern process to make multipurpose material polyurethane. Hanford's most notable discovery occurred while working with fellow chemist Donald Fletcher Holmes at DuPont. On June 2, 1942, Hanford was awarded a patent for his process. Currently, this method is responsible for manufacturing many of the plastics that are used in medicine, the automotive industry, and consumer products. Hanford's later accomplishments included the development of the first liquid household detergent and a new kind of ammunition for Winchester-Western Company. For his work, Hanford was inducted into the National Inventors Hall of Fame in 1991. The New York Times has noted that Hanford's",TRUE,TRUE,,
210,FP_new,William_Edward_Hanford,label,William Edward,,"William Edward ""Butch"" Hanford (December 9, 1908 – January 27, 1996) was an American chemist who is best known for developing the modern process to make multipurpose material polyurethane. Hanford's most notable discovery occurred while working with fellow chemist Donald Fletcher Holmes at DuPont. On June 2, 1942, Hanford was awarded a patent for his process. Currently, this method is responsible for manufacturing many of the plastics that are used in medicine, the automotive industry, and consumer products. Hanford's later accomplishments included the development of the first liquid household detergent and a new kind of ammunition for Winchester-Western Company. For his work, Hanford was inducted into the National Inventors Hall of Fame in 1991. The New York Times has noted that Hanford's",TRUE,FALSE,ICE,
498,FN,William_Fitzgerald_Langworthy,birthName,,William Fitzgerald Langworthy,William Fitzgerald Langworthy (25 December 1867 – 28 September 1951) was a Conservative member of the House of Commons of Canada.,TRUE,TRUE,,
244,FP_new,William_Gilbert_Rees,birthName,William Gilbert Rees,,"William Gilbert Rees (6 April 1827 — 31 October 1898) was an explorer, surveyor, and early settler in Central Otago, New Zealand. He and fellow explorer Nicholas von Tunzelmann were the first Europeans to settle the Wakatipu basin. Rees is regarded as the founder of Queenstown.",TRUE,TRUE,,
