,type,ent_uri,pred,val_pred,val_gold,abs,found,verif,reason,need discution,
281,FP_new,Tr%E1%BA%A7n_Hi%E1%BA%BFn_T%C3%B4ng,deathYear,1341,,"Trần Hiến Tông (17 May 1319 – 11 June 1341), given name Trần Vượng (陳 旺), was the sixth emperor of the Trần dynasty who reigned Đại Việt from 1329 to 1341. Enthroned by Minh Tông when he was only a ten-year-old boy, Hiến Tông ruled Đại Việt with the regent of the Retired Emperor Minh Tông during his thirteen years of reign. The Emperor died at the age of 23 and leaving no heir, he was succeeded by his younger brother Trần Hạo. The death of Hiến Tông and his father afterward marked the turning-point in history of Trần dynasty when the country began to fall into the trouble times.",TRUE,TRUE,,,
1446,FP_new,Tuala_Paulo,birthName,Tuala Paulo,,Tuala Paulo (died 1979) was a Western Samoan journalist and politician. He served as a member of the Legislative Assembly between 1964 and 1973 and as Minister of Education and Minister of Justice during the early 1970s.,TRUE,TRUE,,,
170,FP_new,Tuala_Paulo,birthYear,1964,,Tuala Paulo (died 1979) was a Western Samoan journalist and politician. He served as a member of the Legislative Assembly between 1964 and 1973 and as Minister of Education and Minister of Justice during the early 1970s.,TRUE,FALSE ,WV,,
4054,FP_new,Tuala_Paulo,birthYear,1979,,Tuala Paulo (died 1979) was a Western Samoan journalist and politician. He served as a member of the Legislative Assembly between 1964 and 1973 and as Minister of Education and Minister of Justice during the early 1970s.,TRUE,FALSE ,WV,,
171,FP_new,Tuala_Paulo,deathYear,1979,,Tuala Paulo (died 1979) was a Western Samoan journalist and politician. He served as a member of the Legislative Assembly between 1964 and 1973 and as Minister of Education and Minister of Justice during the early 1970s.,TRUE,TRUE,,,
1040,FP_new,Tudor_Arghezi,birthName,Ion N.Theodorescu,,"Tudor Arghezi (Romanian pronunciation: [ˈtudor arˈɡezi]; 21 May 1880 – 14 July 1967) was a Romanian writer, best known for his unique contribution to poetry and children's literature. Born Ion N. Theodorescu in Bucharest, he explained that his pen name was related to Argesis, the Latin name for the Argeș River.",FALSE,TRUE,,,
544,FP_new,Ulrich_Lange,deathYear,1549,,Ulrich Lange (died 1549) was a composer and Thomaskantor from 1540 to 1549.,TRUE,TRUE,,,
68,FP_new,Vanessa_Lee_Evigan,birthName,Vanessa Lee Evigan,,"Vanessa Lee Evigan (born March 18, 1981) is an American actress. She is the daughter of actor Greg Evigan and model and actress Pamela Serpe. She is also the sister of actress Briana Evigan and singer-songwriter Jason Evigan.",TRUE,TRUE,,,
173,FP_new,Verena_Holmes,birthName,Verena Winifred Holmes,,"Verena Winifred Holmes (23 June 1889 – 20 February 1964) was an English mechanical engineer and multi-field inventor, the first woman member elected to the Institution of Mechanical Engineers (1924) and the Institution of Locomotive Engineers (1931), and was a strong supporter of women in engineering. She was one of the early members of the Women's Engineering Society, and its president in 1931. She was the first practising engineer to serve as president of the society.",TRUE,TRUE,,,
174,FP_new,Verena_Holmes,deathDate,1964-02-20,,"Verena Winifred Holmes (23 June 1889 – 20 February 1964) was an English mechanical engineer and multi-field inventor, the first woman member elected to the Institution of Mechanical Engineers (1924) and the Institution of Locomotive Engineers (1931), and was a strong supporter of women in engineering. She was one of the early members of the Women's Engineering Society, and its president in 1931. She was the first practising engineer to serve as president of the society.",TRUE,TRUE,,,
990,FP_new,Vidyaben_Shah,birthName,Vidyaben Shah,,"Vidyaben Shah (7 November 1922 – 19 June 2020) was an Indian social worker and activist known for her work with children, women and the elderly in India. While she was already serving as Vice-President, she was appointed the first non-officio President of the New Delhi Municipal Council (NDMC) by Prime Minister Indira Gandhi in 1975. She has held several leading positions in the field of social welfare since the 1940s. Vidyaben Shah died at the age of 97 on 19 June 2020 at her residence in Delhi, her son Mihir Shah confirmed the news of Vidyaben Shah death.",TRUE,TRUE,,,
1883,FN,Viktor_Balashov,birthName,,Viktor Ivanovich Balashov,"Viktor Ivanovich Balashov (Russian: Виктор Иванович Балашов; 24 December 1924 – 23 June 2021) was a Soviet and Russian radio and television presenter. He was best known as the host for the USSR Union Radio, from 1944. From 1947 to 1991 he worked for the Soviet Central Television and its Russian successor. In 1997 he was awarded the People's Artist of Russia. Balashov was a veteran of the Second World War and was a member of the Red Army. He died on 23 June 2021 at the age of 96.",TRUE,TRUE,,,
319,FP_new,Vinay_K%2E_Nandicoori,label,Vinay Kumar Nandicoori,,"Vinay Kumar Nandicoori (born 1 March 1969) is an Indian immunologist, biotechnologist and currently the director of Centre for Cellular and Molecular Biology, India. He is known for his studies on the kinase-mediated signaling networks in Mycobacterium tuberculosis, the causative pathogen of tuberculosis. Holder of a master's degree in biotechnology from the Indian Institute of Technology, Bombay and a PhD from the Indian Institute of Science, Nandicoori did his post doctoral work the University of Virginia and Texas A & M University.",TRUE,FALSE,LCE,,
106,FP_different,Virginia_Guedea,birthName,Rincón Gallardo,Virginia Guedea Rincón Gallardo,"Virginia Guedea Rincón Gallardo (born March 10, 1942) is a Mexican historian, writer, translator, researcher, and academic. She has specialized in the political history of the viceregal period of New Spain and the Mexican War of Independence.",TRUE,FALSE ,ICE,,
716,FP_different,Virginia_Guedea,birthName,Virginia Guedea,Virginia Guedea Rincón Gallardo,"Virginia Guedea Rincón Gallardo (born March 10, 1942) is a Mexican historian, writer, translator, researcher, and academic. She has specialized in the political history of the viceregal period of New Spain and the Mexican War of Independence.",TRUE,FALSE ,ICE,,
1394,FN,Virginia_Guedea,birthName,,Virginia Guedea Rincón Gallardo,"Virginia Guedea Rincón Gallardo (born March 10, 1942) is a Mexican historian, writer, translator, researcher, and academic. She has specialized in the political history of the viceregal period of New Spain and the Mexican War of Independence.",TRUE,TRUE,,,
1922,FN,Virginia_Guedea,label,,Virginia Guedea,"Virginia Guedea Rincón Gallardo (born March 10, 1942) is a Mexican historian, writer, translator, researcher, and academic. She has specialized in the political history of the viceregal period of New Spain and the Mexican War of Independence.",TRUE,TRUE,,,
1968,FN,Volin,birthName,,Vsevolod Mikhailovich Eikhenbaum,"Vsevolod Mikhailovich Eikhenbaum (Russian: Все́волод Миха́йлович Эйхенба́ум, French: Vsevolod Mikhaïlovitch Eichenbaum; 11 August 1882 – 18 September 1945), known later as Volin or (the spelling he used) Voline (Во́лин), was a Russian anarchist who participated in the Russian and Ukrainian Revolutions before being forced into exile by the Bolshevik Party. He was a proponent of the anarchist organizational form known as synthesis anarchism.",TRUE,TRUE,,,
164,FN,Volin,label,,Volin,"Vsevolod Mikhailovich Eikhenbaum (Russian: Все́волод Миха́йлович Эйхенба́ум, French: Vsevolod Mikhaïlovitch Eichenbaum; 11 August 1882 – 18 September 1945), known later as Volin or (the spelling he used) Voline (Во́лин), was a Russian anarchist who participated in the Russian and Ukrainian Revolutions before being forced into exile by the Bolshevik Party. He was a proponent of the anarchist organizational form known as synthesis anarchism.",TRUE,TRUE,,,
454,FN,W%2E_Michael_Mathes,birthName,,William Michael Mathes,"William Michael Mathes (April 15, 1936 – August 13, 2012) was an American historian and academic who focused on the histories of Mexico and Spain. Mathes was a leading expert on the history of Baja California. His articles can be found in the California Historical Society Quarterly, Southern California Quarterly, Journal of San Diego History, Journal of California Anthropology, Pacific Coast Archaeological Society Quarterly, Calafia, Meyibó, and other publications.",TRUE,TRUE,,,
453,FP_new,W%2E_Michael_Mathes,label,W.Michael Mathes,,"William Michael Mathes (April 15, 1936 – August 13, 2012) was an American historian and academic who focused on the histories of Mexico and Spain. Mathes was a leading expert on the history of Baja California. His articles can be found in the California Historical Society Quarterly, Southern California Quarterly, Journal of San Diego History, Journal of California Anthropology, Pacific Coast Archaeological Society Quarterly, Calafia, Meyibó, and other publications.",TRUE,TRUE,,,
1117,FP_new,W%2E_Michael_Mathes,label,Willy Michael Mathes,,"William Michael Mathes (April 15, 1936 – August 13, 2012) was an American historian and academic who focused on the histories of Mexico and Spain. Mathes was a leading expert on the history of Baja California. His articles can be found in the California Historical Society Quarterly, Southern California Quarterly, Journal of San Diego History, Journal of California Anthropology, Pacific Coast Archaeological Society Quarterly, Calafia, Meyibó, and other publications.",TRUE,FALSE,LCE,,
4769,FP_new,W%2E_Michael_Mathes,label,W%2E Michael Mathes,,"William Michael Mathes (April 15, 1936 – August 13, 2012) was an American historian and academic who focused on the histories of Mexico and Spain. Mathes was a leading expert on the history of Baja California. His articles can be found in the California Historical Society Quarterly, Southern California Quarterly, Journal of San Diego History, Journal of California Anthropology, Pacific Coast Archaeological Society Quarterly, Calafia, Meyibó, and other publications.",TRUE,FALSE,TMI,,
1904,FN,Wally_Barron,birthName,,William Wallace Barron,"William Wallace Barron (December 8, 1911 – November 12, 2002) was an American Democratic politician in West Virginia. He was the state's 26th Governor from 1961 to 1965.",TRUE,TRUE,,,
219,FP_new,Wally_Neuzil,label,Wally Neuzil,,"Walburga ""Wally"" Neuzil (19 August 1894 – 25 December 1917) was an Austrian nurse who was the lover and muse of the artist Egon Schiele between 1911 and 1915.",TRUE,TRUE,,,
1908,FN,Wally_Pesuit,birthDate,,1954-03-04,"Walter George ""Wally"" Pesuit (born March 4, 1954) is a former American football offensive and defensive lineman in the National Football League for the Atlanta Falcons, Miami Dolphins and Detroit Lions. He played college football at the University of Kentucky.",TRUE,TRUE,,,
509,FP_new,Walter_Sidebottom,birthDate,1921-02-01,,Walter Sidebottom (1 February 1921 – 23 October 1943) was an English professional footballer who played as a winger in the Football League for Bolton Wanderers.,TRUE,TRUE,,,
838,FP_new,William_Bradshaw_Egan,birthName,William Bradshaw Egan,,"William Bradshaw Egan (September 28, 1808 – October 27, 1860), sometimes Eagan, was an Irish American physician, politician, and orator. Born in Killarney, Egan trained in the United Kingdom before immigrating to North America to teach school. He later studied in New York City, New York, then ventured west to the burgeoning city of Chicago, Illinois. As one of the first trained physicians in the city, Egan rose to prominence, serving on the first board of health and serving in the Illinois House of Representatives.",TRUE,TRUE,,,
231,FP_new,William_Flannery,birthName,William Edward Flannery,,"William Edward Flannery (November 17, 1898 – January 25, 1959) was an American art director and architect for William Randolph Hearst. He won an Academy Award in the category Best Art Direction for the film Picnic. As an architect, his projects included a beachside mansion for Hearst's girlfriend Marion Davies. The main mansion was demolished, but part of the property survives as the Annenberg Community Beach House. Flannery married silent film actress Mary Mercedes Campbell and they had a son Patrick John, born in 1927. During the Great Depression he became an art director.",TRUE,TRUE,,,
1038,FP_new,William_Harold_Ryan,birthName,William Harold Ryan,,"William Harold Ryan (5 May 1873 – 16 July 1954) was a police officer who served as the sixth Commissioner of the Queensland Police Force from January 1925 until his retirement in May 1934. Commencing as a constable in the organisation, he served 41 years as a police officer, nine years as the commissioner.",TRUE,TRUE,,,
